Id_censo,Indicadores de renta media,Primera fecha: Total
2807903070,Media de la renta por unidad de consumo,52.239
2807903070,Mediana de la renta por unidad de consumo,36.750
2807903070,Renta bruta media por hogar,133.380
2807903070,Renta bruta media por persona,47.029
2807903070,Renta neta media por hogar,91.933
2807903070,Renta neta media por persona,32.242
2807903071,Media de la renta por unidad de consumo,52.239
2807903071,Mediana de la renta por unidad de consumo,31.850
2807903071,Renta bruta media por hogar,133.380
2807903071,Renta bruta media por persona,47.029
2807903071,Renta neta media por hogar,91.933
2807903071,Renta neta media por persona,32.242
2807903073,Media de la renta por unidad de consumo,33.650
2807903073,Mediana de la renta por unidad de consumo,26.950
2807903073,Renta bruta media por hogar,73.304
2807903073,Renta bruta media por persona,29.778
2807903073,Renta neta media por hogar,56.795
2807903073,Renta neta media por persona,23.072
2807903074,Media de la renta por unidad de consumo,33.593
2807903074,Mediana de la renta por unidad de consumo,29.050
2807903074,Renta bruta media por hogar,70.365
2807903074,Renta bruta media por persona,28.391
2807903074,Renta neta media por hogar,56.063
2807903074,Renta neta media por persona,22.620
2807903076,Media de la renta por unidad de consumo,36.922
2807903076,Mediana de la renta por unidad de consumo,31.150
2807903076,Renta bruta media por hogar,80.514
2807903076,Renta bruta media por persona,31.867
2807903076,Renta neta media por hogar,62.560
2807903076,Renta neta media por persona,24.761
2807903077,Media de la renta por unidad de consumo,40.794
2807903077,Mediana de la renta por unidad de consumo,33.250
2807903077,Renta bruta media por hogar,91.561
2807903077,Renta bruta media por persona,35.053
2807903077,Renta neta media por hogar,68.803
2807903077,Renta neta media por persona,26.341
2807903078,Media de la renta por unidad de consumo,41.154
2807903078,Mediana de la renta por unidad de consumo,34.650
2807903078,Renta bruta media por hogar,95.527
2807903078,Renta bruta media por persona,34.470
2807903078,Renta neta media por hogar,71.943
2807903078,Renta neta media por persona,25.960
2807903079,Media de la renta por unidad de consumo,30.485
2807903079,Mediana de la renta por unidad de consumo,26.250
2807903079,Renta bruta media por hogar,59.878
2807903079,Renta bruta media por persona,26.075
2807903079,Renta neta media por hogar,47.623
2807903079,Renta neta media por persona,20.738
2807903080,Media de la renta por unidad de consumo,43.055
2807903080,Mediana de la renta por unidad de consumo,33.950
2807903080,Renta bruta media por hogar,108.042
2807903080,Renta bruta media por persona,36.883
2807903080,Renta neta media por hogar,79.480
2807903080,Renta neta media por persona,27.133
2807903081,Media de la renta por unidad de consumo,52.239
2807903081,Mediana de la renta por unidad de consumo,36.750
2807903081,Renta bruta media por hogar,133.380
2807903081,Renta bruta media por persona,47.029
2807903081,Renta neta media por hogar,91.933
2807903081,Renta neta media por persona,32.242
2807903082,Media de la renta por unidad de consumo,52.239
2807903082,Mediana de la renta por unidad de consumo,36.750
2807903082,Renta bruta media por hogar,133.380
2807903082,Renta bruta media por persona,47.029
2807903082,Renta neta media por hogar,91.933
2807903082,Renta neta media por persona,32.242
2807903084,Media de la renta por unidad de consumo,39.483
2807903084,Mediana de la renta por unidad de consumo,31.850
2807903084,Renta bruta media por hogar,95.115
2807903084,Renta bruta media por persona,33.278
2807903084,Renta neta media por hogar,71.772
2807903084,Renta neta media por persona,25.111
2807903085,Media de la renta por unidad de consumo,44.167
2807903085,Mediana de la renta por unidad de consumo,35.350
2807903085,Renta bruta media por hogar,104.241
2807903085,Renta bruta media por persona,39.245
2807903085,Renta neta media por hogar,65.833
2807903085,Renta neta media por persona,24.785
2807903086,Media de la renta por unidad de consumo,34.323
2807903086,Mediana de la renta por unidad de consumo,28.350
2807903086,Renta bruta media por hogar,74.026
2807903086,Renta bruta media por persona,29.526
2807903086,Renta neta media por hogar,57.196
2807903086,Renta neta media por persona,22.813
2807903087,Media de la renta por unidad de consumo,39.733
2807903087,Mediana de la renta por unidad de consumo,34.650
2807903087,Renta bruta media por hogar,92.884
2807903087,Renta bruta media por persona,33.863
2807903087,Renta neta media por hogar,69.370
2807903087,Renta neta media por persona,25.291
2807903088,Media de la renta por unidad de consumo,29.779
2807903088,Mediana de la renta por unidad de consumo,26.950
2807903088,Renta bruta media por hogar,60.958
2807903088,Renta bruta media por persona,25.786
2807903088,Renta neta media por hogar,48.705
2807903088,Renta neta media por persona,20.603
2807903089,Media de la renta por unidad de consumo,33.401
2807903089,Mediana de la renta por unidad de consumo,31.150
2807903089,Renta bruta media por hogar,76.813
2807903089,Renta bruta media por persona,28.028
2807903089,Renta neta media por hogar,60.141
2807903089,Renta neta media por persona,21.945
2807903090,Media de la renta por unidad de consumo,39.725
2807903090,Mediana de la renta por unidad de consumo,36.750
2807903090,Renta bruta media por hogar,97.507
2807903090,Renta bruta media por persona,33.388
2807903090,Renta neta media por hogar,75.141
2807903090,Renta neta media por persona,25.730
2807903091,Media de la renta por unidad de consumo,39.422
2807903091,Mediana de la renta por unidad de consumo,36.050
2807903091,Renta bruta media por hogar,95.049
2807903091,Renta bruta media por persona,32.859
2807903091,Renta neta media por hogar,73.926
2807903091,Renta neta media por persona,25.557
2807903092,Media de la renta por unidad de consumo,40.166
2807903092,Mediana de la renta por unidad de consumo,33.950
2807903092,Renta bruta media por hogar,90.848
2807903092,Renta bruta media por persona,34.130
2807903092,Renta neta media por hogar,69.464
2807903092,Renta neta media por persona,26.096
2807903093,Media de la renta por unidad de consumo,44.605
2807903093,Mediana de la renta por unidad de consumo,36.050
2807903093,Renta bruta media por hogar,108.581
2807903093,Renta bruta media por persona,38.128
2807903093,Renta neta media por hogar,83.331
2807903093,Renta neta media por persona,29.262
2807903094,Media de la renta por unidad de consumo,39.661
2807903094,Mediana de la renta por unidad de consumo,36.750
2807903094,Renta bruta media por hogar,98.515
2807903094,Renta bruta media por persona,32.674
2807903094,Renta neta media por hogar,76.566
2807903094,Renta neta media por persona,25.394
2807903095,Media de la renta por unidad de consumo,34.280
2807903095,Mediana de la renta por unidad de consumo,31.150
2807903095,Renta bruta media por hogar,75.749
2807903095,Renta bruta media por persona,29.813
2807903095,Renta neta media por hogar,58.467
2807903095,Renta neta media por persona,23.011
2807903096,Media de la renta por unidad de consumo,34.858
2807903096,Mediana de la renta por unidad de consumo,31.850
2807903096,Renta bruta media por hogar,77.626
2807903096,Renta bruta media por persona,30.350
2807903096,Renta neta media por hogar,59.760
2807903096,Renta neta media por persona,23.365
2807903097,Media de la renta por unidad de consumo,28.705
2807903097,Mediana de la renta por unidad de consumo,25.550
2807903097,Renta bruta media por hogar,65.698
2807903097,Renta bruta media por persona,23.937
2807903097,Renta neta media por hogar,52.246
2807903097,Renta neta media por persona,19.036
2807903098,Media de la renta por unidad de consumo,26.218
2807903098,Mediana de la renta por unidad de consumo,24.850
2807903098,Renta bruta media por hogar,53.418
2807903098,Renta bruta media por persona,23.131
2807903098,Renta neta media por hogar,42.550
2807903098,Renta neta media por persona,18.425
2807903099,Media de la renta por unidad de consumo,28.658
2807903099,Mediana de la renta por unidad de consumo,26.250
2807903099,Renta bruta media por hogar,54.614
2807903099,Renta bruta media por persona,25.121
2807903099,Renta neta media por hogar,43.264
2807903099,Renta neta media por persona,19.901
2807903100,Media de la renta por unidad de consumo,31.759
2807903100,Mediana de la renta por unidad de consumo,29.750
2807903100,Renta bruta media por hogar,68.270
2807903100,Renta bruta media por persona,27.508
2807903100,Renta neta media por hogar,53.397
2807903100,Renta neta media por persona,21.515
2807904001,Media de la renta por unidad de consumo,52.239
2807904001,Mediana de la renta por unidad de consumo,30.450
2807904001,Renta bruta media por hogar,118.659
2807904001,Renta bruta media por persona,47.029
2807904001,Renta neta media por hogar,80.152
2807904001,Renta neta media por persona,32.242
2807904002,Media de la renta por unidad de consumo,52.239
2807904002,Mediana de la renta por unidad de consumo,34.650
2807904002,Renta bruta media por hogar,133.380
2807904002,Renta bruta media por persona,47.029
2807904002,Renta neta media por hogar,91.933
2807904002,Renta neta media por persona,32.242
2807904003,Media de la renta por unidad de consumo,51.286
2807904003,Mediana de la renta por unidad de consumo,36.050
2807904003,Renta bruta media por hogar,106.975
2807904003,Renta bruta media por persona,47.029
2807904003,Renta neta media por hogar,76.407
2807904003,Renta neta media por persona,32.242
2807904004,Media de la renta por unidad de consumo,52.239
2807904004,Mediana de la renta por unidad de consumo,36.750
2807904004,Renta bruta media por hogar,133.380
2807904004,Renta bruta media por persona,47.029
2807904004,Renta neta media por hogar,91.933
2807904004,Renta neta media por persona,32.242
2807904005,Media de la renta por unidad de consumo,52.239
2807904005,Mediana de la renta por unidad de consumo,36.750
2807904005,Renta bruta media por hogar,133.380
2807904005,Renta bruta media por persona,47.029
2807904005,Renta neta media por hogar,91.933
2807904005,Renta neta media por persona,32.242
2807904006,Media de la renta por unidad de consumo,52.239
2807904006,Mediana de la renta por unidad de consumo,29.750
2807904006,Renta bruta media por hogar,133.380
2807904006,Renta bruta media por persona,47.029
2807904006,Renta neta media por hogar,91.933
2807904006,Renta neta media por persona,32.242
2807904007,Media de la renta por unidad de consumo,52.239
2807904007,Mediana de la renta por unidad de consumo,31.850
2807904007,Renta bruta media por hogar,120.263
2807904007,Renta bruta media por persona,47.029
2807904007,Renta neta media por hogar,88.066
2807904007,Renta neta media por persona,32.242
2807904008,Media de la renta por unidad de consumo,38.876
2807904008,Mediana de la renta por unidad de consumo,29.050
2807904008,Renta bruta media por hogar,75.483
2807904008,Renta bruta media por persona,34.716
2807904008,Renta neta media por hogar,54.896
2807904008,Renta neta media por persona,25.248
2807904009,Media de la renta por unidad de consumo,52.239
2807904009,Mediana de la renta por unidad de consumo,36.750
2807904009,Renta bruta media por hogar,126.766
2807904009,Renta bruta media por persona,46.881
2807904009,Renta neta media por hogar,80.915
2807904009,Renta neta media por persona,29.924
2807904010,Media de la renta por unidad de consumo,52.239
2807904010,Mediana de la renta por unidad de consumo,36.750
2807904010,Renta bruta media por hogar,133.380
2807904010,Renta bruta media por persona,47.029
2807904010,Renta neta media por hogar,91.933
2807904010,Renta neta media por persona,32.242
2807904011,Media de la renta por unidad de consumo,51.602
2807904011,Mediana de la renta por unidad de consumo,32.550
2807904011,Renta bruta media por hogar,115.627
2807904011,Renta bruta media por persona,46.758
2807904011,Renta neta media por hogar,78.183
2807904011,Renta neta media por persona,31.616
2807904012,Media de la renta por unidad de consumo,52.239
2807904012,Mediana de la renta por unidad de consumo,31.850
2807904012,Renta bruta media por hogar,133.380
2807904012,Renta bruta media por persona,47.029
2807904012,Renta neta media por hogar,91.933
2807904012,Renta neta media por persona,32.242
2807904013,Media de la renta por unidad de consumo,52.239
2807904013,Mediana de la renta por unidad de consumo,36.050
2807904013,Renta bruta media por hogar,116.905
2807904013,Renta bruta media por persona,47.029
2807904013,Renta neta media por hogar,84.935
2807904013,Renta neta media por persona,32.242
2807904014,Media de la renta por unidad de consumo,41.793
2807904014,Mediana de la renta por unidad de consumo,26.950
2807904014,Renta bruta media por hogar,87.305
2807904014,Renta bruta media por persona,36.524
2807904014,Renta neta media por hogar,62.943
2807904014,Renta neta media por persona,26.332
2807904015,Media de la renta por unidad de consumo,44.449
2807904015,Mediana de la renta por unidad de consumo,30.450
2807904015,Renta bruta media por hogar,97.024
2807904015,Renta bruta media por persona,41.103
2807904015,Renta neta media por hogar,70.273
2807904015,Renta neta media por persona,29.770
2807904016,Media de la renta por unidad de consumo,41.623
2807904016,Mediana de la renta por unidad de consumo,30.450
2807904016,Renta bruta media por hogar,82.466
2807904016,Renta bruta media por persona,36.658
2807904016,Renta neta media por hogar,60.673
2807904016,Renta neta media por persona,26.971
2807904017,Media de la renta por unidad de consumo,41.809
2807904017,Mediana de la renta por unidad de consumo,29.750
2807904017,Renta bruta media por hogar,88.193
2807904017,Renta bruta media por persona,38.243
2807904017,Renta neta media por hogar,65.520
2807904017,Renta neta media por persona,28.411
2807904018,Media de la renta por unidad de consumo,38.204
2807904018,Mediana de la renta por unidad de consumo,27.650
2807904018,Renta bruta media por hogar,76.642
2807904018,Renta bruta media por persona,34.831
2807904018,Renta neta media por hogar,58.753
2807904018,Renta neta media por persona,26.702
2807904019,Media de la renta por unidad de consumo,34.327
2807904019,Mediana de la renta por unidad de consumo,26.600
2807904019,Renta bruta media por hogar,74.897
2807904019,Renta bruta media por persona,32.448
2807904019,Renta neta media por hogar,54.321
2807904019,Renta neta media por persona,23.534
2807904020,Media de la renta por unidad de consumo,40.655
2807904020,Mediana de la renta por unidad de consumo,29.750
2807904020,Renta bruta media por hogar,78.987
2807904020,Renta bruta media por persona,38.120
2807904020,Renta neta media por hogar,58.699
2807904020,Renta neta media por persona,28.329
2807904021,Media de la renta por unidad de consumo,32.622
2807904021,Mediana de la renta por unidad de consumo,26.950
2807904021,Renta bruta media por hogar,65.760
2807904021,Renta bruta media por persona,29.175
2807904021,Renta neta media por hogar,49.675
2807904021,Renta neta media por persona,22.039
2807904023,Media de la renta por unidad de consumo,39.583
2807904023,Mediana de la renta por unidad de consumo,24.150
2807904023,Renta bruta media por hogar,77.522
2807904023,Renta bruta media por persona,35.860
2807904023,Renta neta media por hogar,56.441
2807904023,Renta neta media por persona,26.108
2807904024,Media de la renta por unidad de consumo,26.255
2807904024,Mediana de la renta por unidad de consumo,21.350
2807904024,Renta bruta media por hogar,51.491
2807904024,Renta bruta media por persona,24.319
2807904024,Renta neta media por hogar,39.385
2807904024,Renta neta media por persona,18.601
2807904025,Media de la renta por unidad de consumo,31.838
2807904025,Mediana de la renta por unidad de consumo,27.650
2807904025,Renta bruta media por hogar,58.699
2807904025,Renta bruta media por persona,29.016
2807904025,Renta neta media por hogar,45.106
2807904025,Renta neta media por persona,22.297
2807904026,Media de la renta por unidad de consumo,38.234
2807904026,Mediana de la renta por unidad de consumo,29.050
2807904026,Renta bruta media por hogar,72.662
2807904026,Renta bruta media por persona,32.068
2807904026,Renta neta media por hogar,51.990
2807904026,Renta neta media por persona,22.944
2807904027,Media de la renta por unidad de consumo,27.748
2807904027,Mediana de la renta por unidad de consumo,24.150
2807904027,Renta bruta media por hogar,56.739
2807904027,Renta bruta media por persona,24.012
2807904027,Renta neta media por hogar,44.524
2807904027,Renta neta media por persona,18.843
2807904028,Media de la renta por unidad de consumo,30.836
2807904028,Mediana de la renta por unidad de consumo,22.050
2807904028,Renta bruta media por hogar,61.608
2807904028,Renta bruta media por persona,27.987
2807904028,Renta neta media por hogar,46.585
2807904028,Renta neta media por persona,21.163
2807904029,Media de la renta por unidad de consumo,41.625
2807904029,Mediana de la renta por unidad de consumo,35.350
2807904029,Renta bruta media por hogar,87.915
2807904029,Renta bruta media por persona,38.245
2807904029,Renta neta media por hogar,65.361
2807904029,Renta neta media por persona,28.434
2807904030,Media de la renta por unidad de consumo,34.944
2807904030,Mediana de la renta por unidad de consumo,28.350
2807904030,Renta bruta media por hogar,71.001
2807904030,Renta bruta media por persona,30.919
2807904030,Renta neta media por hogar,50.926
2807904030,Renta neta media por persona,22.177
2807904031,Media de la renta por unidad de consumo,40.373
2807904031,Mediana de la renta por unidad de consumo,28.350
2807904031,Renta bruta media por hogar,88.364
2807904031,Renta bruta media por persona,36.140
2807904031,Renta neta media por hogar,64.787
2807904031,Renta neta media por persona,26.497
2807904032,Media de la renta por unidad de consumo,27.903
2807904032,Mediana de la renta por unidad de consumo,23.450
2807904032,Renta bruta media por hogar,52.604
2807904032,Renta bruta media por persona,24.305
2807904032,Renta neta media por hogar,42.159
2807904032,Renta neta media por persona,19.479
2807904033,Media de la renta por unidad de consumo,30.664
2807904033,Mediana de la renta por unidad de consumo,25.550
2807904033,Renta bruta media por hogar,60.222
2807904033,Renta bruta media por persona,27.508
2807904033,Renta neta media por hogar,47.060
2807904033,Renta neta media por persona,21.496
2807904034,Media de la renta por unidad de consumo,35.231
2807904034,Mediana de la renta por unidad de consumo,26.250
2807904034,Renta bruta media por hogar,75.026
2807904034,Renta bruta media por persona,31.491
2807904034,Renta neta media por hogar,54.843
2807904034,Renta neta media por persona,23.019
2807904035,Media de la renta por unidad de consumo,32.890
2807904035,Mediana de la renta por unidad de consumo,29.050
2807904035,Renta bruta media por hogar,66.445
2807904035,Renta bruta media por persona,30.169
2807904035,Renta neta media por hogar,50.969
2807904035,Renta neta media por persona,23.142
2807904036,Media de la renta por unidad de consumo,36.385
2807904036,Mediana de la renta por unidad de consumo,28.350
2807904036,Renta bruta media por hogar,75.629
2807904036,Renta bruta media por persona,32.537
2807904036,Renta neta media por hogar,57.282
2807904036,Renta neta media por persona,24.644
2807904037,Media de la renta por unidad de consumo,30.746
2807904037,Mediana de la renta por unidad de consumo,28.350
2807904037,Renta bruta media por hogar,59.381
2807904037,Renta bruta media por persona,26.755
2807904037,Renta neta media por hogar,46.499
2807904037,Renta neta media por persona,20.951
2807904038,Media de la renta por unidad de consumo,31.335
2807904038,Mediana de la renta por unidad de consumo,26.250
2807904038,Renta bruta media por hogar,62.190
2807904038,Renta bruta media por persona,27.926
2807904038,Renta neta media por hogar,48.094
2807904038,Renta neta media por persona,21.596
2807904039,Media de la renta por unidad de consumo,33.354
2807904039,Mediana de la renta por unidad de consumo,29.050
2807904039,Renta bruta media por hogar,64.128
2807904039,Renta bruta media por persona,30.178
2807904039,Renta neta media por hogar,49.050
2807904039,Renta neta media por persona,23.082
2807904040,Media de la renta por unidad de consumo,40.713
2807904040,Mediana de la renta por unidad de consumo,29.750
2807904040,Renta bruta media por hogar,90.865
2807904040,Renta bruta media por persona,36.093
2807904040,Renta neta media por hogar,67.916
2807904040,Renta neta media por persona,26.977
2807904041,Media de la renta por unidad de consumo,29.596
2807904041,Mediana de la renta por unidad de consumo,24.150
2807904041,Renta bruta media por hogar,57.252
2807904041,Renta bruta media por persona,25.446
2807904041,Renta neta media por hogar,44.783
2807904041,Renta neta media por persona,19.904
2807904042,Media de la renta por unidad de consumo,52.239
2807904042,Mediana de la renta por unidad de consumo,33.250
2807904042,Renta bruta media por hogar,122.203
2807904042,Renta bruta media por persona,47.029
2807904042,Renta neta media por hogar,79.723
2807904042,Renta neta media por persona,30.681
2807904043,Media de la renta por unidad de consumo,33.255
2807904043,Mediana de la renta por unidad de consumo,29.050
2807904043,Renta bruta media por hogar,76.042
2807904043,Renta bruta media por persona,28.675
2807904043,Renta neta media por hogar,57.325
2807904043,Renta neta media por persona,21.617
2807904044,Media de la renta por unidad de consumo,35.425
2807904044,Mediana de la renta por unidad de consumo,27.650
2807904044,Renta bruta media por hogar,75.924
2807904044,Renta bruta media por persona,30.752
2807904044,Renta neta media por hogar,55.273
2807904044,Renta neta media por persona,22.387
2807904045,Media de la renta por unidad de consumo,27.505
2807904045,Mediana de la renta por unidad de consumo,25.550
2807904045,Renta bruta media por hogar,51.657
2807904045,Renta bruta media por persona,24.436
2807904045,Renta neta media por hogar,41.130
2807904045,Renta neta media por persona,19.456
2807904046,Media de la renta por unidad de consumo,31.111
2807904046,Mediana de la renta por unidad de consumo,26.250
2807904046,Renta bruta media por hogar,63.907
2807904046,Renta bruta media por persona,27.236
2807904046,Renta neta media por hogar,50.154
2807904046,Renta neta media por persona,21.375
2807904047,Media de la renta por unidad de consumo,28.918
2807904047,Mediana de la renta por unidad de consumo,26.250
2807904047,Renta bruta media por hogar,59.107
2807904047,Renta bruta media por persona,24.921
2807904047,Renta neta media por hogar,47.126
2807904047,Renta neta media por persona,19.869
2807904048,Media de la renta por unidad de consumo,26.257
2807904048,Mediana de la renta por unidad de consumo,23.450
2807904048,Renta bruta media por hogar,53.214
2807904048,Renta bruta media por persona,22.907
2807904048,Renta neta media por hogar,42.798
2807904048,Renta neta media por persona,18.423
2807904049,Media de la renta por unidad de consumo,23.101
2807904049,Mediana de la renta por unidad de consumo,19.950
2807904049,Renta bruta media por hogar,43.992
2807904049,Renta bruta media por persona,20.828
2807904049,Renta neta media por hogar,34.686
2807904049,Renta neta media por persona,16.422
2807904050,Media de la renta por unidad de consumo,25.359
2807904050,Mediana de la renta por unidad de consumo,20.650
2807904050,Renta bruta media por hogar,51.250
2807904050,Renta bruta media por persona,22.162
2807904050,Renta neta media por hogar,40.428
2807904050,Renta neta media por persona,17.482
2807904051,Media de la renta por unidad de consumo,25.431
2807904051,Mediana de la renta por unidad de consumo,22.050
2807904051,Renta bruta media por hogar,49.460
2807904051,Renta bruta media por persona,22.012
2807904051,Renta neta media por hogar,39.557
2807904051,Renta neta media por persona,17.605
2807904052,Media de la renta por unidad de consumo,27.223
2807904052,Mediana de la renta por unidad de consumo,24.150
2807904052,Renta bruta media por hogar,53.348
2807904052,Renta bruta media por persona,24.093
2807904052,Renta neta media por hogar,42.344
2807904052,Renta neta media por persona,19.123
2807904053,Media de la renta por unidad de consumo,24.044
2807904053,Mediana de la renta por unidad de consumo,21.350
2807904053,Renta bruta media por hogar,44.390
2807904053,Renta bruta media por persona,21.369
2807904053,Renta neta media por hogar,35.986
2807904053,Renta neta media por persona,17.323
2807904054,Media de la renta por unidad de consumo,29.567
2807904054,Mediana de la renta por unidad de consumo,25.550
2807904054,Renta bruta media por hogar,60.702
2807904054,Renta bruta media por persona,25.006
2807904054,Renta neta media por hogar,48.396
2807904054,Renta neta media por persona,19.937
2807904055,Media de la renta por unidad de consumo,29.215
2807904055,Mediana de la renta por unidad de consumo,26.250
2807904055,Renta bruta media por hogar,56.550
2807904055,Renta bruta media por persona,26.075
2807904055,Renta neta media por hogar,44.884
2807904055,Renta neta media por persona,20.696
2807904056,Media de la renta por unidad de consumo,32.671
2807904056,Mediana de la renta por unidad de consumo,26.950
2807904056,Renta bruta media por hogar,65.603
2807904056,Renta bruta media por persona,28.431
2807904056,Renta neta media por hogar,51.179
2807904056,Renta neta media por persona,22.180
2807904057,Media de la renta por unidad de consumo,26.428
2807904057,Mediana de la renta por unidad de consumo,22.750
2807904057,Renta bruta media por hogar,51.430
2807904057,Renta bruta media por persona,23.398
2807904057,Renta neta media por hogar,41.166
2807904057,Renta neta media por persona,18.729
2807904058,Media de la renta por unidad de consumo,27.021
2807904058,Mediana de la renta por unidad de consumo,23.450
2807904058,Renta bruta media por hogar,53.978
2807904058,Renta bruta media por persona,24.097
2807904058,Renta neta media por hogar,42.300
2807904058,Renta neta media por persona,18.884
2807904060,Media de la renta por unidad de consumo,24.705
2807904060,Mediana de la renta por unidad de consumo,22.050
2807904060,Renta bruta media por hogar,48.584
2807904060,Renta bruta media por persona,21.569
2807904060,Renta neta media por hogar,39.423
2807904060,Renta neta media por persona,17.502
2807904061,Media de la renta por unidad de consumo,39.269
2807904061,Mediana de la renta por unidad de consumo,29.050
2807904061,Renta bruta media por hogar,98.778
2807904061,Renta bruta media por persona,39.428
2807904061,Renta neta media por hogar,70.737
2807904061,Renta neta media por persona,28.236
2807904062,Media de la renta por unidad de consumo,29.815
2807904062,Mediana de la renta por unidad de consumo,26.250
2807904062,Renta bruta media por hogar,59.235
2807904062,Renta bruta media por persona,25.594
2807904062,Renta neta media por hogar,46.359
2807904062,Renta neta media por persona,20.030
2807904063,Media de la renta por unidad de consumo,26.980
2807904063,Mediana de la renta por unidad de consumo,24.150
2807904063,Renta bruta media por hogar,55.738
2807904063,Renta bruta media por persona,22.762
2807904063,Renta neta media por hogar,44.230
2807904063,Renta neta media por persona,18.062
2807904064,Media de la renta por unidad de consumo,34.323
2807904064,Mediana de la renta por unidad de consumo,27.650
2807904064,Renta bruta media por hogar,69.617
2807904064,Renta bruta media por persona,31.804
2807904064,Renta neta media por hogar,53.472
2807904064,Renta neta media por persona,24.429
2807904065,Media de la renta por unidad de consumo,29.250
2807904065,Mediana de la renta por unidad de consumo,26.600
2807904065,Renta bruta media por hogar,56.995
2807904065,Renta bruta media por persona,25.414
2807904065,Renta neta media por hogar,45.393
2807904065,Renta neta media por persona,20.241
2807904067,Media de la renta por unidad de consumo,30.345
2807904067,Mediana de la renta por unidad de consumo,26.950
2807904067,Renta bruta media por hogar,58.969
2807904067,Renta bruta media por persona,27.479
2807904067,Renta neta media por hogar,46.346
2807904067,Renta neta media por persona,21.596
2807904068,Media de la renta por unidad de consumo,31.274
2807904068,Mediana de la renta por unidad de consumo,29.050
2807904068,Renta bruta media por hogar,62.536
2807904068,Renta bruta media por persona,27.114
2807904068,Renta neta media por hogar,49.787
2807904068,Renta neta media por persona,21.586
2807904069,Media de la renta por unidad de consumo,30.368
2807904069,Mediana de la renta por unidad de consumo,26.950
2807904069,Renta bruta media por hogar,60.900
2807904069,Renta bruta media por persona,26.209
2807904069,Renta neta media por hogar,48.580
2807904069,Renta neta media por persona,20.907
2807904070,Media de la renta por unidad de consumo,25.589
2807904070,Mediana de la renta por unidad de consumo,22.750
2807904070,Renta bruta media por hogar,51.276
2807904070,Renta bruta media por persona,22.012
2807904070,Renta neta media por hogar,40.836
2807904070,Renta neta media por persona,17.531
2807904071,Media de la renta por unidad de consumo,28.911
2807904071,Mediana de la renta por unidad de consumo,24.150
2807904071,Renta bruta media por hogar,62.369
2807904071,Renta bruta media por persona,24.487
2807904071,Renta neta media por hogar,49.008
2807904071,Renta neta media por persona,19.241
2807904072,Media de la renta por unidad de consumo,31.272
2807904072,Mediana de la renta por unidad de consumo,27.650
2807904072,Renta bruta media por hogar,64.247
2807904072,Renta bruta media por persona,26.847
2807904072,Renta neta media por hogar,50.774
2807904072,Renta neta media por persona,21.217
2807904073,Media de la renta por unidad de consumo,36.048
2807904073,Mediana de la renta por unidad de consumo,29.750
2807904073,Renta bruta media por hogar,76.440
2807904073,Renta bruta media por persona,31.276
2807904073,Renta neta media por hogar,58.809
2807904073,Renta neta media por persona,24.062
2807904074,Media de la renta por unidad de consumo,29.654
2807904074,Mediana de la renta por unidad de consumo,26.950
2807904074,Renta bruta media por hogar,60.542
2807904074,Renta bruta media por persona,25.381
2807904074,Renta neta media por hogar,47.913
2807904074,Renta neta media por persona,20.087
2807904075,Media de la renta por unidad de consumo,36.247
2807904075,Mediana de la renta por unidad de consumo,31.150
2807904075,Renta bruta media por hogar,83.867
2807904075,Renta bruta media por persona,30.069
2807904075,Renta neta media por hogar,65.044
2807904075,Renta neta media por persona,23.320
2807904076,Media de la renta por unidad de consumo,39.549
2807904076,Mediana de la renta por unidad de consumo,33.600
2807904076,Renta bruta media por hogar,99.494
2807904076,Renta bruta media por persona,32.597
2807904076,Renta neta media por hogar,76.137
2807904076,Renta neta media por persona,24.944
2807904077,Media de la renta por unidad de consumo,38.609
2807904077,Mediana de la renta por unidad de consumo,33.950
2807904077,Renta bruta media por hogar,95.525
2807904077,Renta bruta media por persona,33.049
2807904077,Renta neta media por hogar,72.237
2807904077,Renta neta media por persona,24.992
2807904078,Media de la renta por unidad de consumo,40.343
2807904078,Mediana de la renta por unidad de consumo,33.250
2807904078,Renta bruta media por hogar,99.734
2807904078,Renta bruta media por persona,33.883
2807904078,Renta neta media por hogar,74.765
2807904078,Renta neta media por persona,25.400
2807904079,Media de la renta por unidad de consumo,36.622
2807904079,Mediana de la renta por unidad de consumo,31.150
2807904079,Renta bruta media por hogar,90.549
2807904079,Renta bruta media por persona,31.069
2807904079,Renta neta media por hogar,69.076
2807904079,Renta neta media por persona,23.701
2807904080,Media de la renta por unidad de consumo,41.100
2807904080,Mediana de la renta por unidad de consumo,33.950
2807904080,Renta bruta media por hogar,107.516
2807904080,Renta bruta media por persona,35.601
2807904080,Renta neta media por hogar,80.854
2807904080,Renta neta media por persona,26.772
2807904081,Media de la renta por unidad de consumo,40.839
2807904081,Mediana de la renta por unidad de consumo,36.750
2807904081,Renta bruta media por hogar,102.223
2807904081,Renta bruta media por persona,35.334
2807904081,Renta neta media por hogar,74.265
2807904081,Renta neta media por persona,25.670
2807904082,Media de la renta por unidad de consumo,34.346
2807904082,Mediana de la renta por unidad de consumo,28.350
2807904082,Renta bruta media por hogar,75.679
2807904082,Renta bruta media por persona,29.050
2807904082,Renta neta media por hogar,57.026
2807904082,Renta neta media por persona,21.890
2807904083,Media de la renta por unidad de consumo,31.404
2807904083,Mediana de la renta por unidad de consumo,27.650
